Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer 2~String~Manufacturer 2~100|Field=Manufacturer 3~String~Manufacturer 3~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Manufacturer Part Number 2~String~Manufacturer Part Number 2~100|Field=Manufacturer Part Number 3~String~Manufacturer Part Number 3~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier 3~String~Supplier 3~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Currency 2~String~Supplier Currency 2~100|Field=Supplier Currency 3~String~Supplier Currency 3~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Order Qty 2~Integer~Supplier Order Qty 2~100|Field=Supplier Order Qty 3~Integer~Supplier Order Qty 3~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Part Number 3~String~Supplier Part Number 3~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Stock 2~Integer~Supplier Stock 2~100|Field=Supplier Stock 3~Integer~Supplier Stock 3~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~100|Field=Supplier Subtotal 3~Float~Supplier Subtotal 3~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~100|Field=Supplier Unit Price 3~Float~Supplier Unit Price 3~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~MelansonTech Isolated Current Sense.PrjPcb|ReportField=ProjectFullPath~C:\Users\shawn\OneDrive\Shawn\circuitstudio projects\Isolated Current Sense\MelansonTech Isolated Current Sense\MelansonTech Isolated Current Sense.PrjPcb|ReportField=Title~BOM_PartType For Project [MelansonTech Isolated Current Sense.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~92|ReportField=ReportTime~1:13:03 PM|ReportField=ReportDate~2024-12-28|ReportField=ReportDateTime~2024-12-28 1:13:03 PM|ReportField=OutputName~BOM_PartType|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~|ReportField=CurrentTime~|ReportField=Date~|ReportField=DocumentFullPathAndName~|ReportField=DocumentName~|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~|ReportField=Organization~|ReportField=ProjectName~|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~MelansonTech Isolated Current Sense.PrjPcb|ReportField=DataSourceFullPath~C:\Users\shawn\OneDrive\Shawn\circuitstudio projects\Isolated Current Sense\MelansonTech Isolated Current Sense\MelansonTech Isolated Current Sense.PrjPcb
MBR0560|Dio,Sig,Schtky,0.5A,60V,SOD123|D1, D3|SOD123|Diode,SOD123,Shottky,60V,0.5A,MBR0560|MCC|Supplier disabled||MBR0560-TP|Supplier disabled||2|Digi-Key|LCSC||USD|Supplier disabled||200|||MBR0560TPMSCT-ND|C150515||466877|||12.56|||0.0628||
OVLBB4C7|Blue 470nm LED Indication - Discrete 3.2V Radial|D4, D5|LED,TH,T1,3MM-Vert|LED,TH,T1,3mm,Blue,OVLBB4C7|||||||2|||||||||||||||||||||
BAT54SLT1G|Diode Array 1 Pair Series Connection Schottky 30V 200mA (DC) Surface Mount TO-236-3, SC-59, SOT-23-3|D6|SOT23-3|Diode,Shottky,Array,Series,30V,200mA,BAT54SLT1G|Loading...|Supplier disabled||Loading...|Supplier disabled||1|Digi-Key|LCSC||Loading...|Supplier disabled|||||BAT54SLT1GOSCT-ND|C19726||||||||||
142-0701-801|CONN SMA JACK STR 50OHM EDGE MNT|J1|CINCH_142-0701-801|Conn,SMA,Female,End Launch,142-0701-801|Emerson|||142-0701-801|||1|Digi-Key|||USD|||100|||J502-ND|||19534|||433.36|||4.3336||
TE Connectivity 282836-2|Wire to Board 2 Position 5 mm Pitch 30-16 AWG Euro Style Terminal Block|J2|TERM BLOCK 2POS SIDE ENTRY 5MM|TERM BLOCK 2POS SIDE ENTRY 5MM, 282836-2|||||||1|TME|Newark|Digi-Key||||||||||||||||||
PJ-002A|Power Barrel Connector Jack 2.10mm ID (0.083"), 5.50mm OD (0.217") Through Hole, Right Angle|J4|Connector,Barrel,2.1mm,5.5mm,DC power Jack|Connector,Barrel,ID 2.1mm,OD 5.5mm,Power Connect, PJ-002A|CUI Devices|||PJ-002A|||1|Digi-Key|||USD|||100|||CP-002A-ND|||7347|||34.57|||0.3457||
MLZ2012N6R8LT000|FIXED IND 6.8UH 550MA 250 MOHM|L2|Ind, 0805|Ind,0805,6.8uH,550mA,0.25O, MLZ2012N6R8LT000|Loading...|Supplier disabled||Loading...|Supplier disabled||1|Digi-Key|LCSC||Loading...|Supplier disabled|||||445-6761-1-ND|C82157||||||||||
Open Source Logo|Open Source Silk Screen Logo|Logo1|Symbol,Open Source - No Text|Symbol,Open Source|||||||1|||||||||||||||||||||
PDSE1-S5-S5-S|DC-DC ISOLATED, 1 W, 4.5-5.5 VDC|Mod1|CONV_PDSE1-S5-S5-S|Mod,PSU,4.5-5.5Vin,5Vout,1W, PDSE1-S5-S5-S|CUI|||PDSE1-S5-S5-S|||1|Digi-Key|||USD|||100|||102-6291-ND|||0|||182.14|||1.8214||
SSM3K329R,LF|N-Channel 30V 3.5A (Ta) 1W (Ta) Surface Mount SOT-23F|Q1, Q3|SOT23-3|MOSFET.N-Chan, SOT-23-3,3.5A,30V,1W,SSM3K329R,LF|Toshiba|||SSM3K329R,LF|||2|Digi-Key|||USD|||200|||SSM3K329RLFDKR-ND|||0|||84|||0.42||
2N7002ET1G|Small Signal MOSFET, 60 V, 310 mA, Single, N-Channel, 3-Pin SOT-23, Pb-Free, Tape and Reel|Q2, Q4|SOT23-3|MOSFET,N-Channel,SOT23,0.25A,60V,2N7002ET1G|ON Semiconductor|Supplier disabled||2N7002ET1G|Supplier disabled||2|Digi-Key|LCSC||USD|Supplier disabled||200|||2N7002ET1GOSCT-ND|C71533||269645|||15.24|||0.0762||
Vishay CRCW08051K00JNEA|RES 10 OHM 5% 1/8W 0805|R1|res, 0805, HD|Res,0805,10.0O,5%,±200ppm/°C,RMCF0805JT10R0|Stackpole Electronics|||RMCF0805JT10R0|||1|Digi-Key|||USD|||100|||RMCF0805JT10R0CT-ND|||1232562|||0.87|||0.0087||
RR1220P-8251-D-M|RES SMD 8.25KOHM 0.5% 1/10W 0805|R2, R9|res, 0805, HD|Res,0805,8.25KO,0.5%,±25ppm/°C,RR1220P-8251-D-M|Susumu|Susumu|Susumu|RR1220P-8251-D-M|RR1220P-8251-D-M|RR1220P-8251-D-M|2|Mouser|Digikey|Digikey|CAD|USD|USD|200|200|200|754-RR1220P-8251D-M|RR12P8.25KDCT-ND|RR12P8.25KDDKR-ND|47783|63338|63338|7.8|5.36|5.36|0.039|0.0268|0.0268
RG2012P-103-B-T5|RES SMD 10K OHM 0.1% 1/8W 0805|R3, R20|res, 0805, HD|Res,0805,10.0kO,0.1%,±25ppm/°C,RG2012P-103-B-T5|Loading...|Susumu|Loading...|Loading...|RG2012P-103-B-T5|Loading...|2|Future Electronics|Mouser|Digikey|Loading...|CAD|Loading...||200||4000243|754-RG2012P-103-B-T5|RG20P10.0KBCT-ND||78529|||24.6|||0.123|
CRCW0805100RJNEAC|RES 100 OHM 5% 1/8W 0805|R4, R8|res, 0805, HD|Res,0805,100O,5%,±200ppm/°C|Loading...|Vishay / Dale|Vishay Semiconductors|Loading...|CRCW0805100RJNEAC|CRCW0805100RJNEAC|2|Digi-Key|Mouser|Arrow Electronics|Loading...|CAD|USD||200|200|541-100ACT-ND|71-CRCW0805100RJNEAC|CRCW0805100RJNEAC||16738|1||3|1.04||0.015|0.0052
CRA2512-FZ-R010ELF|Resistor; Metal Film; Res 0.01 Ohms; Pwr-Rtg 3 W; Tol 1%; SMT; 2512; Current Sense|R5|Res 2512|Res,2512,10mO,3.00W,±1%,CRA2512-FZ-R010ELF|Bourns|Bourns|Bourns|CRA2512-FZ-R010ELF|CRA2512-FZ-R010ELF|CRA2512-FZ-R010ELF|1|Arrow Electronics|Digikey|Mouser|USD|USD|CAD|4000|100|100|CRA2512-FZ-R010ELF|CRA2512-FZ-R010ELFCT-ND|652-CRA2512FZR010ELF|268000|127359|50638|428.4|22.45|29|0.1071|0.2245|0.29
ERA-6AEB9763V|RES SMD 976K OHM 0.1% 1/8W 0805|R6, R24|res, 0805, HD|Res,0805,976KO,±0.1%,±25ppm/°C,ERA-6AEB9763V|Panasonic|Loading...|Loading...|ERA-6AEB9763V|Loading...|Loading...|2|Mouser|Future Electronics|Digikey|CAD|Loading...|Loading...|200|||667-ERA-6AEB9763V|9105847|P976KDACT-ND|11528|||20.8|||0.104||
ERA-6AEB471V|RES SMD 470 OHM 0.1% 1/8W 0805|R7, R10, R11, R14, R16, R18|res, 0805, HD|Res,0805,470O,±0.1%,±25ppm/°C,ERA-6AEB471V|||||||6|||||||||||||||||||||
